"race","height","weight","speed","strength","dexterity","constitution","intelligence","wisdom","charisma"
"dwarf",54,142,25,15,8,10,11,14,13
"dwarf",52,154,25,14,13,14,12,13,10
"dwarf",52,142,25,13,9,15,7,14,16
"dwarf",52,158,25,15,14,14,10,12,9
"dwarf",54,172,25,12,13,12,10,11,14
"dwarf",54,172,25,17,13,14,12,14,15
"dwarf",51,151,25,5,13,15,14,15,11
"dwarf",55,193,25,14,10,15,10,16,16
"dwarf",53,145,25,17,12,16,12,9,15
"dwarf",53,140,25,17,17,17,11,10,11
"dwarf",52,166,25,9,12,20,6,10,15
"dwarf",51,160,25,7,17,16,10,8,12
"dwarf",51,166,25,13,12,13,17,12,16
"dwarf",53,190,25,8,12,18,7,15,8
"dwarf",52,158,25,11,13,17,17,17,8
"dwarf",52,154,25,18,11,12,16,17,11
"dwarf",55,179,25,16,12,15,11,12,6
"dwarf",56,186,25,15,8,12,13,12,10
"dwarf",52,138,25,15,12,14,14,13,14
"dwarf",53,150,25,11,16,14,15,12,11
"dwarf",53,165,25,12,13,16,14,15,13
"dwarf",56,226,25,13,16,16,14,14,17
"dwarf",53,175,25,14,12,16,10,13,15
"dwarf",52,138,25,11,15,8,11,15,15
"dwarf",53,185,25,16,13,13,13,14,15
"dwarf",53,165,25,14,11,11,13,5,12
"dwarf",54,160,25,17,14,12,10,12,12
"dwarf",50,152,25,11,13,16,11,17,10
"dwarf",54,190,25,12,12,15,13,6,12
"dwarf",51,148,25,10,10,8,17,12,12
"dwarf",53,165,25,10,16,14,8,9,10
"dwarf",56,202,25,8,13,15,15,11,15
"dwarf",52,142,25,10,15,10,12,14,10
"dwarf",55,172,25,14,11,11,8,11,14
"dwarf",55,172,25,11,15,15,11,13,12
"dwarf",52,154,25,13,13,15,12,10,14
"dwarf",52,166,25,18,12,15,15,7,9
"dwarf",52,166,25,15,12,11,16,17,15
"dwarf",52,162,25,8,13,19,9,15,12
"dwarf",51,157,25,13,10,9,12,8,9
"dwarf",52,166,25,11,8,18,14,16,14
"dwarf",54,172,25,6,13,8,13,18,15
"dwarf",54,154,25,12,12,18,16,12,13
"dwarf",54,178,25,13,10,14,10,11,15
"dwarf",53,165,25,9,12,14,15,12,14
"dwarf",51,142,25,8,12,17,12,13,14
"dwarf",56,186,25,15,14,16,7,16,7
"dwarf",53,140,25,11,10,8,15,12,15
"dwarf",50,142,25,12,12,15,16,17,11
"dwarf",50,142,25,15,13,16,14,13,12
"dwarf",53,160,25,14,13,17,12,11,11
"dwarf",54,178,25,8,13,16,14,13,13
"dwarf",53,145,25,12,12,15,14,11,16
"dwarf",51,154,25,14,13,15,14,8,12
"dwarf",53,160,25,4,10,14,15,14,5
"dwarf",51,160,25,12,13,13,12,14,17
"dwarf",52,170,25,16,8,20,9,11,9
"dwarf",53,185,25,15,16,16,15,13,11
"dwarf",52,174,25,14,14,15,10,15,14
"dwarf",52,170,25,9,14,14,12,9,16
"dwarf",55,193,25,17,12,15,11,14,14
"dwarf",56,186,25,10,12,7,15,6,12
"dwarf",55,200,25,10,14,15,11,14,10
"dwarf",52,158,25,13,18,15,10,12,14
"dwarf",55,186,25,11,11,14,9,9,18
"dwarf",55,186,25,10,14,12,15,6,10
"dwarf",51,148,25,13,6,11,15,11,13
"dwarf",52,150,25,11,9,17,9,14,14
"dwarf",54,184,25,13,17,17,10,15,11
"dwarf",52,162,25,13,8,13,5,12,13
"dwarf",52,150,25,5,11,18,15,11,15
"dwarf",53,170,25,8,11,13,12,13,13
"dwarf",53,185,25,12,10,15,13,9,14
"dwarf",51,145,25,15,13,18,7,12,12
"dwarf",53,175,25,7,9,17,11,10,11
"dwarf",55,158,25,15,12,13,11,13,12
"dwarf",53,185,25,11,11,17,15,7,15
"dwarf",55,179,25,15,17,13,16,15,13
"dwarf",53,165,25,9,13,12,12,15,11
"dwarf",50,142,25,13,7,15,13,8,13
"dwarf",50,142,25,13,14,14,11,9,14
"dwarf",55,207,25,14,11,17,9,11,11
"dwarf",51,151,25,9,13,19,11,6,12
"dwarf",56,178,25,14,16,9,12,14,14
"dwarf",54,196,25,13,14,17,11,15,11
"dwarf",53,165,25,14,11,15,15,13,5
"dwarf",53,165,25,11,13,16,9,9,14
"dwarf",55,186,25,14,14,15,13,16,13
"dwarf",51,145,25,12,13,16,15,10,10
"dwarf",52,146,25,14,9,14,11,16,10
"dwarf",53,180,25,14,10,15,13,12,18
"dwarf",53,170,25,8,15,12,10,16,16
"dwarf",52,142,25,13,12,15,12,12,6
"dwarf",54,142,25,13,8,17,9,10,15
"dwarf",53,170,25,8,13,12,12,10,12
"dwarf",54,166,25,7,15,16,14,15,10
"dwarf",53,185,25,13,14,19,10,15,11
"dwarf",55,200,25,15,12,12,9,14,6
"dwarf",51,160,25,14,9,15,8,8,12
"dwarf",50,152,25,15,14,12,18,9,11
"dwarf",56,154,25,11,15,9,14,12,16
"dwarf",51,148,25,11,13,13,12,15,10
"dwarf",53,170,25,14,12,11,12,9,10
"dwarf",52,146,25,11,8,19,17,17,15
"dwarf",55,193,25,8,12,17,16,6,10
"dwarf",54,178,25,4,10,14,10,12,15
"dwarf",51,151,25,12,10,19,12,9,12
"dwarf",53,165,25,8,12,14,11,12,9
"dwarf",54,166,25,9,13,14,8,17,12
"dwarf",53,170,25,6,13,13,12,10,13
"dwarf",54,142,25,10,16,11,15,12,16
"dwarf",53,190,25,13,8,12,15,13,13
"dwarf",54,196,25,10,18,15,13,8,13
"dwarf",54,196,25,8,14,15,13,12,14
"dwarf",50,140,25,13,10,12,12,13,15
"dwarf",54,184,25,14,10,13,9,17,13
"dwarf",55,179,25,11,12,17,8,14,10
"dwarf",53,165,25,15,17,15,9,10,12
"dwarf",52,154,25,13,11,18,10,14,11
"dwarf",54,196,25,11,11,17,9,11,16
"dwarf",52,150,25,16,12,17,17,10,12
"dwarf",53,170,25,13,12,10,11,7,16
"dwarf",56,178,25,10,12,14,13,16,15
"dwarf",52,150,25,16,3,18,14,11,11
"dwarf",55,179,25,13,9,8,9,14,12
"dwarf",52,166,25,11,12,20,16,13,16
"dwarf",51,148,25,12,15,15,14,14,9
"dwarf",52,162,25,16,13,14,16,15,11
"dwarf",51,151,25,11,9,12,11,11,12
"dwarf",52,170,25,17,15,17,15,11,6
"dwarf",54,160,25,10,13,16,17,11,12
"dwarf",51,151,25,11,10,16,15,10,12
"dwarf",55,200,25,9,7,14,14,16,14
"dwarf",50,142,25,6,12,16,10,10,14
"dwarf",55,193,25,15,9,10,11,18,13
"dwarf",54,178,25,13,14,14,8,9,15
"dwarf",54,154,25,11,11,12,10,10,10
"dwarf",53,180,25,14,11,16,15,12,11
"dwarf",56,154,25,15,13,16,12,14,9
"dwarf",54,190,25,12,16,18,11,13,17
"dwarf",54,166,25,13,14,17,14,16,11
"dwarf",54,166,25,10,13,15,15,14,14
"dwarf",50,144,25,17,7,12,13,13,9
"dwarf",55,179,25,10,14,8,14,10,12
"dwarf",55,186,25,13,8,11,10,17,10
"dwarf",54,172,25,12,6,17,11,4,7
"dwarf",53,185,25,12,11,17,14,12,10
"dwarf",50,152,25,10,10,15,12,13,14
"dwarf",54,202,25,9,13,9,14,12,11
"dwarf",53,165,25,17,10,15,11,15,9
"dwarf",53,180,25,13,10,13,12,6,13
"dwarf",53,165,25,11,9,19,8,14,14
"dwarf",54,190,25,7,11,13,12,13,14
"dwarf",55,186,25,10,16,14,16,8,12
"dwarf",53,165,25,9,13,17,15,9,15
"dwarf",53,160,25,14,9,15,15,7,13
"dwarf",53,160,25,16,15,7,11,9,14
"dwarf",52,146,25,14,11,17,14,15,12
"dwarf",52,170,25,16,11,16,17,14,14
"dwarf",50,144,25,10,17,16,12,7,18
"dwarf",52,154,25,11,14,8,13,16,15
"dwarf",53,170,25,9,9,19,12,15,4
"dwarf",55,179,25,15,10,15,12,15,14
"dwarf",52,174,25,11,9,11,14,11,16
"dwarf",51,154,25,18,11,10,8,10,13
"dwarf",55,172,25,10,9,13,11,13,13
"dwarf",55,207,25,14,10,20,14,10,11
"dwarf",52,174,25,16,16,17,9,12,11
"dwarf",51,151,25,15,12,16,7,14,14
"dwarf",52,150,25,9,14,12,15,17,8
"dwarf",55,144,25,14,12,13,12,7,7
"dwarf",55,186,25,16,13,16,15,15,17
"dwarf",53,160,25,14,10,13,11,16,16
"dwarf",50,146,25,16,8,14,14,12,9
"dwarf",50,150,25,11,13,14,16,8,13
"dwarf",54,184,25,14,9,16,14,8,12
"dwarf",55,165,25,11,11,11,9,11,16
"dwarf",51,154,25,12,16,14,17,8,13
"dwarf",53,165,25,6,14,16,13,15,8
"dwarf",54,202,25,15,13,9,12,13,12
"dwarf",54,160,25,15,17,15,12,11,14
"dwarf",55,179,25,13,16,17,6,14,11
"dwarf",53,165,25,15,8,15,13,16,12
"dwarf",53,140,25,11,7,7,12,14,13
"dwarf",51,148,25,11,11,10,12,14,13
"dwarf",51,154,25,8,11,9,11,16,11
"dwarf",54,160,25,14,12,13,12,16,14
"dwarf",52,158,25,11,11,15,10,14,12
"dwarf",53,175,25,3,13,17,9,14,14
"dwarf",55,186,25,9,8,17,12,12,13
"dwarf",54,184,25,16,8,13,9,10,6
"dwarf",52,150,25,8,11,12,15,12,14
"dwarf",55,186,25,14,16,14,17,9,13
"dwarf",52,154,25,10,14,8,13,13,13
"dwarf",53,165,25,8,11,15,5,11,9
"dwarf",53,170,25,11,8,17,12,8,17
"dwarf",56,202,25,12,14,16,11,14,11
"dwarf",52,158,25,14,12,15,15,13,12
"dwarf",55,172,25,15,14,10,9,8,11
"dwarf",54,160,25,16,11,19,12,16,10
"dwarf",54,172,25,18,11,14,12,13,14
"dwarf",54,160,25,14,17,16,11,15,9
"dwarf",53,175,25,15,15,17,11,10,8
"dwarf",51,157,25,17,10,11,12,12,12
"dwarf",53,165,25,13,14,18,9,11,7
"dwarf",52,162,25,16,14,11,17,14,14
"dwarf",54,196,25,9,9,8,7,14,16
"dwarf",56,194,25,7,8,13,9,14,13
"dwarf",53,145,25,13,13,15,14,11,11
"dwarf",53,155,25,11,11,9,9,13,8
"dwarf",54,148,25,16,10,12,14,13,15
"dwarf",53,170,25,10,12,15,17,6,9
"dwarf",54,160,25,13,12,11,14,12,14
"dwarf",52,150,25,13,9,13,13,10,15
"dwarf",50,140,25,13,13,14,14,15,7
"dwarf",56,178,25,11,13,15,8,10,11
"dwarf",50,140,25,6,11,11,15,10,13
"dwarf",50,144,25,12,10,18,10,13,14
"dwarf",53,160,25,14,10,13,13,14,16
"dwarf",52,166,25,10,8,18,11,12,13
"dwarf",54,160,25,13,13,16,9,13,15
"dwarf",54,178,25,8,14,13,12,10,9
"dwarf",55,172,25,14,6,16,17,9,14
"dwarf",53,190,25,16,13,12,11,12,10
"dwarf",51,145,25,14,14,12,12,14,14
"dwarf",52,142,25,11,17,10,11,17,18
"dwarf",53,160,25,13,12,17,17,11,13
"dwarf",50,144,25,11,10,16,12,7,12
"dwarf",52,142,25,9,14,13,16,16,10
"dwarf",55,179,25,13,15,18,12,15,10
"dwarf",52,138,25,7,11,17,10,11,14
"dwarf",53,160,25,16,10,15,12,13,13
"dwarf",52,158,25,10,13,18,12,14,9
"dwarf",50,142,25,14,15,15,12,15,18
"dwarf",51,157,25,12,13,12,13,10,8
"dwarf",54,172,25,15,15,11,16,12,15
"dwarf",52,158,25,11,13,20,9,14,14
"dwarf",53,165,25,10,14,13,16,13,6
"dwarf",55,200,25,13,15,15,15,9,14
"dwarf",56,194,25,13,12,15,11,13,14
"dwarf",53,170,25,13,15,15,12,13,14
"dwarf",51,148,25,9,15,7,15,15,11
"dwarf",50,142,25,12,11,16,10,11,13
"dwarf",55,179,25,12,18,9,14,18,15
"dwarf",53,170,25,9,14,19,11,14,14
"dwarf",53,145,25,15,8,14,16,11,14
"dwarf",50,146,25,15,9,11,18,9,15
"dwarf",54,166,25,11,17,15,16,14,14
"dwarf",50,142,25,10,11,14,14,11,13
"dwarf",56,194,25,15,10,13,14,12,12
"dwarf",54,142,25,6,8,20,10,13,15
"dwarf",54,172,25,13,15,18,15,14,16
"dwarf",55,151,25,12,14,6,11,12,18
"dwarf",51,163,25,9,13,14,16,11,12
"dwarf",52,142,25,16,11,12,10,14,14
"dwarf",52,178,25,10,15,13,14,8,9
"dwarf",52,162,25,11,10,9,14,13,18
"dwarf",54,160,25,14,7,15,16,16,11
"dwarf",50,150,25,11,10,17,16,14,13
"dwarf",50,152,25,15,13,16,9,14,5
"dwarf",52,166,25,15,11,14,11,8,14
"dwarf",54,154,25,9,12,13,17,10,14
"dwarf",50,138,25,11,13,20,10,8,13
"dwarf",53,175,25,14,13,11,12,17,12
"dwarf",55,193,25,5,13,10,11,13,13
"dwarf",50,154,25,9,16,12,13,15,13
"dwarf",52,174,25,15,16,14,15,13,13
"dwarf",53,170,25,14,10,16,9,16,5
"dwarf",52,154,25,15,15,18,18,17,11
"dwarf",56,162,25,13,14,15,10,12,15
"dwarf",50,142,25,14,10,13,12,11,10
"dwarf",53,160,25,15,14,16,12,11,16
"dwarf",54,178,25,13,12,15,12,8,16
"dwarf",53,175,25,15,11,14,16,15,15
"dwarf",54,178,25,9,13,15,13,10,14
"dwarf",55,193,25,9,8,16,9,14,11
"dwarf",52,166,25,11,12,15,10,11,17
"dwarf",51,148,25,12,10,12,10,12,13
"dwarf",50,138,25,12,14,15,16,14,18
"dwarf",50,144,25,11,9,17,14,15,13
"dwarf",52,150,25,11,13,13,12,10,4
"dwarf",53,145,25,11,13,14,10,17,14
"dwarf",52,142,25,14,18,13,13,15,14
"dwarf",53,175,25,17,13,14,13,9,15
"dwarf",51,151,25,15,7,18,15,14,14
"dwarf",53,175,25,12,16,14,8,9,15
"dwarf",52,150,25,13,9,17,16,14,9
"dwarf",55,179,25,9,12,17,14,12,13
"dwarf",51,160,25,9,12,12,12,14,15
"dwarf",54,160,25,9,12,17,13,13,17
"dwarf",55,179,25,15,12,18,12,13,11
"dwarf",54,184,25,7,16,15,18,9,16
"dwarf",51,139,25,10,15,17,10,12,16
"dwarf",55,214,25,13,14,10,12,12,8
"dwarf",50,148,25,14,14,16,14,6,10
"dwarf",54,184,25,12,15,19,18,8,11
"dwarf",56,202,25,11,9,13,17,13,17
"dwarf",51,151,25,8,17,16,16,15,12
"dwarf",52,162,25,11,15,18,12,8,13
"dwarf",52,154,25,8,10,15,11,16,9
"dwarf",54,166,25,11,14,15,14,14,14
"dwarf",55,172,25,10,11,13,15,15,12
"dwarf",52,162,25,12,10,15,7,14,14
"dwarf",51,151,25,14,7,13,7,6,16
"dwarf",52,154,25,13,7,20,17,9,11
"dwarf",54,202,25,13,11,16,11,14,14
"dwarf",53,160,25,7,15,14,15,11,11
"dwarf",54,166,25,17,14,13,11,12,8
"dwarf",50,138,25,12,9,13,13,12,15
"dwarf",52,162,25,13,10,17,12,11,11
"dwarf",51,157,25,12,15,17,8,14,13
"dwarf",52,146,25,10,16,19,11,11,8
"dwarf",52,174,25,13,13,20,12,15,11
"dwarf",54,178,25,10,14,18,10,11,9
"dwarf",52,150,25,11,16,16,14,6,16
"dwarf",54,160,25,14,13,14,10,10,12
"dwarf",56,178,25,11,9,11,14,4,16
"dwarf",55,207,25,15,8,9,12,13,14
"dwarf",52,146,25,12,9,13,14,11,9
"dwarf",52,154,25,17,9,17,13,12,13
"dwarf",56,170,25,14,10,12,10,13,14
"dwarf",54,202,25,11,14,15,6,10,10
"dwarf",51,157,25,9,17,15,14,11,7
"dwarf",53,175,25,14,11,14,14,11,13
"dwarf",53,155,25,8,17,17,13,9,15
"dwarf",55,186,25,11,13,14,13,13,10
"dwarf",55,158,25,11,13,12,4,16,18
"dwarf",54,160,25,13,9,18,15,12,16
"dwarf",53,180,25,16,11,10,13,11,14
"dwarf",55,193,25,13,13,13,6,16,11
"dwarf",51,139,25,14,13,20,12,10,11
"dwarf",55,158,25,13,9,12,13,11,10
"dwarf",56,154,25,12,12,11,9,14,11
"dwarf",50,152,25,13,14,10,11,10,15
"dwarf",55,179,25,11,16,11,11,12,15
"dwarf",55,193,25,12,9,15,12,15,15
"dwarf",54,172,25,14,14,12,10,12,9
"dwarf",52,150,25,8,15,9,11,13,11
"dwarf",52,158,25,15,11,12,13,10,8
"dwarf",55,172,25,10,8,18,6,16,12
"dwarf",54,178,25,12,14,13,8,15,13
"dwarf",54,172,25,10,16,13,15,14,16
"dwarf",51,148,25,11,11,14,11,17,15
"dwarf",53,155,25,13,11,17,9,12,9
"dwarf",52,142,25,7,12,15,9,16,9
"dwarf",54,160,25,7,16,12,14,13,15
"dwarf",55,193,25,8,15,13,12,9,10
"dwarf",54,184,25,15,17,15,13,16,15
"dwarf",54,178,25,12,8,15,5,12,9
"dwarf",52,166,25,7,10,16,15,11,13
"dwarf",52,150,25,14,15,10,13,8,10
"dwarf",53,165,25,15,12,14,13,14,9
"dwarf",52,166,25,13,16,17,17,13,15
"dwarf",53,165,25,10,14,14,14,17,16
"dwarf",54,166,25,6,14,9,14,13,16
"dwarf",52,166,25,18,9,9,16,15,15
"dwarf",52,158,25,13,10,17,16,13,14
"dwarf",54,142,25,15,12,11,15,9,14
"dwarf",51,163,25,9,12,17,12,7,17
"dwarf",53,160,25,12,15,19,15,11,13
"dwarf",53,175,25,10,11,17,9,16,11
"dwarf",52,162,25,12,13,14,8,14,15
"dwarf",54,160,25,17,12,14,14,7,10
"dwarf",55,186,25,10,8,12,10,6,10
"dwarf",55,172,25,9,16,17,13,15,13
"dwarf",53,155,25,11,16,10,9,13,15
"dwarf",51,160,25,15,12,12,14,12,7
"dwarf",53,175,25,9,10,12,14,11,9
"dwarf",54,178,25,13,13,17,13,14,14
"dwarf",50,142,25,16,15,18,14,14,16
"dwarf",53,165,25,14,12,17,11,10,15
"dwarf",52,170,25,18,10,10,11,10,10
"dwarf",54,166,25,13,13,16,14,15,17
"dwarf",52,158,25,12,16,15,11,12,11
"dwarf",53,160,25,14,9,17,14,17,9
"dwarf",53,165,25,14,11,12,11,13,11
"dwarf",53,170,25,13,12,8,17,8,9
"dwarf",54,142,25,13,10,13,13,11,12
"dwarf",54,190,25,15,10,15,10,12,15
"dwarf",53,165,25,15,18,10,9,14,14
"dwarf",55,179,25,13,15,10,12,13,11
"dwarf",51,145,25,9,12,18,13,13,7
"dwarf",54,154,25,16,16,8,13,7,14
"dwarf",54,196,25,14,16,16,11,14,11
"dwarf",52,142,25,4,7,20,9,15,16
"dwarf",52,158,25,14,11,19,10,8,16
"dwarf",53,170,25,8,13,15,9,12,13
"dwarf",50,144,25,10,14,14,13,16,11
"dwarf",53,165,25,12,11,16,14,14,10
"dwarf",56,162,25,14,9,10,13,6,11
"dwarf",51,148,25,6,12,14,11,11,11
"dwarf",50,154,25,7,13,19,11,14,14
"dwarf",55,172,25,15,8,19,12,17,11
"dwarf",52,154,25,9,12,11,7,9,11
"dwarf",53,145,25,10,17,15,11,12,12
"dwarf",55,207,25,16,15,11,13,12,9
"dwarf",51,166,25,12,13,16,10,10,13
"dwarf",53,170,25,6,15,11,15,10,11
"dwarf",52,158,25,11,16,19,11,18,12
"dwarf",53,150,25,15,10,19,15,7,9
"dwarf",53,170,25,14,14,18,17,17,13
"dwarf",53,150,25,15,10,10,13,9,6
"dwarf",51,148,25,11,13,19,13,18,16
"dwarf",50,148,25,10,8,12,15,12,10
"dwarf",51,142,25,10,12,15,9,7,14
"dwarf",52,146,25,11,11,11,8,9,7
"dwarf",53,175,25,10,12,16,15,13,14
"dwarf",51,157,25,11,12,14,9,12,14
"dwarf",54,178,25,10,11,15,13,14,16
"dwarf",53,175,25,8,13,16,12,15,17
"dwarf",53,180,25,9,12,13,18,16,12
"dwarf",52,170,25,9,17,15,11,16,6
"dwarf",53,160,25,13,10,14,13,14,14
"dwarf",55,214,25,9,17,11,8,14,10
"dwarf",51,160,25,14,10,12,11,11,14
"dwarf",55,165,25,13,17,19,11,11,15
"dwarf",52,146,25,16,14,11,12,13,14
"dwarf",52,174,25,15,14,15,13,12,14
"dwarf",53,160,25,17,14,11,8,11,18
"dwarf",53,180,25,12,15,13,14,13,16
"dwarf",55,151,25,8,15,12,12,15,12
"dwarf",51,157,25,11,17,14,15,10,12
"dwarf",52,166,25,7,15,10,9,10,15
"dwarf",51,163,25,10,10,10,18,12,14
"dwarf",56,194,25,15,16,11,9,13,15
"dwarf",51,154,25,13,16,17,8,8,17
"dwarf",50,146,25,14,9,16,12,13,13
"dwarf",50,148,25,16,10,17,11,13,11
"dwarf",51,157,25,13,13,14,12,13,12
"dwarf",52,170,25,13,12,10,15,17,9
"dwarf",53,160,25,13,11,14,16,15,14
"dwarf",50,144,25,10,9,16,6,10,15
"dwarf",55,207,25,17,8,15,13,10,14
"dwarf",52,174,25,10,14,17,12,10,16
"dwarf",55,193,25,15,16,14,10,12,16
"dwarf",52,158,25,16,11,13,13,10,16
"dwarf",56,186,25,8,14,13,12,16,11
"dwarf",56,210,25,13,9,16,15,14,13
"dwarf",52,170,25,14,16,13,15,15,11
"dwarf",55,193,25,8,11,14,11,14,14
"dwarf",54,178,25,16,17,17,14,15,13
"dwarf",56,146,25,10,17,9,6,14,9
"dwarf",55,207,25,14,12,15,9,10,8
"dwarf",55,193,25,14,17,19,10,6,16
"dwarf",53,155,25,11,10,13,6,15,6
"dwarf",52,154,25,9,13,14,13,17,13
"dwarf",53,165,25,8,14,18,15,12,13
"dwarf",51,154,25,14,10,15,14,12,16
"dwarf",54,172,25,11,18,8,14,11,16
"dwarf",54,184,25,12,7,11,15,14,13
"dwarf",51,163,25,16,11,10,14,9,8
"dwarf",55,158,25,8,17,14,7,6,13
"dwarf",54,190,25,12,11,7,11,13,9
"dwarf",50,140,25,13,16,17,15,11,12
"dwarf",50,142,25,15,11,10,14,8,13
"dwarf",53,160,25,16,12,11,17,12,8
"dwarf",52,146,25,15,16,16,14,11,18
"dwarf",51,154,25,15,13,12,6,13,9
"dwarf",54,196,25,17,8,16,9,13,8
"dwarf",52,146,25,13,13,12,8,11,15
"dwarf",53,155,25,4,16,17,13,14,12
"dwarf",55,179,25,16,10,17,15,12,14
"dwarf",50,148,25,8,12,12,17,13,15
"dwarf",55,186,25,9,12,15,16,12,14
"dwarf",55,179,25,15,14,9,10,12,13
"dwarf",55,172,25,6,10,17,7,12,13
"dwarf",53,165,25,14,12,17,15,12,6
"dwarf",51,154,25,13,11,13,13,9,15
"dwarf",54,178,25,11,8,11,15,12,12
"dwarf",52,150,25,17,14,19,8,10,14
"dwarf",54,160,25,12,15,12,13,8,16
"dwarf",51,151,25,11,14,11,16,10,17
"dwarf",52,138,25,6,13,8,15,13,14
"dwarf",54,178,25,13,11,10,6,10,7
"dwarf",52,170,25,10,17,18,10,14,10
"dwarf",54,190,25,11,18,19,9,17,12
"dwarf",52,154,25,10,8,10,10,13,10
"dwarf",55,172,25,9,16,15,10,12,13
"dwarf",55,207,25,9,15,16,10,12,11
"dwarf",52,170,25,12,15,18,17,10,9
"dwarf",55,186,25,14,13,18,11,10,10
"dwarf",54,178,25,14,9,16,15,14,13
"dwarf",52,162,25,11,14,11,11,18,13
"dwarf",50,136,25,16,8,18,12,15,10
"dwarf",54,160,25,14,18,12,14,14,15
"dwarf",54,172,25,15,15,13,9,11,10
"dwarf",50,146,25,11,13,19,16,12,12
"dwarf",52,158,25,12,15,11,14,16,14
"dwarf",53,170,25,14,11,13,13,13,12
"dwarf",53,175,25,5,10,15,10,18,15
"dwarf",55,144,25,15,11,13,14,14,12
"dwarf",52,170,25,15,10,18,17,14,9
"dwarf",53,170,25,9,16,14,14,15,11
"dwarf",53,165,25,13,12,6,8,11,17
"dwarf",52,162,25,14,16,14,16,15,14
"dwarf",53,145,25,9,17,16,4,13,11
"dwarf",53,165,25,15,11,11,16,9,13
"dwarf",52,142,25,8,12,12,16,6,12
"dwarf",53,175,25,11,9,19,17,9,12
"dwarf",54,184,25,11,7,10,11,11,12
"dwarf",53,180,25,10,16,13,15,13,13
"dwarf",53,165,25,9,13,16,9,12,17
"dwarf",53,150,25,17,10,16,15,15,8
"dwarf",50,134,25,14,15,10,8,8,8
"dwarf",53,160,25,17,12,16,12,14,12
"dwarf",53,155,25,8,12,16,14,8,9
"dwarf",55,179,25,18,12,16,9,11,12
"dwarf",55,186,25,11,13,14,18,16,17
"dwarf",53,180,25,4,13,11,10,9,16
"dwarf",51,145,25,11,11,7,13,9,13
"dwarf",53,190,25,14,14,17,14,10,7
"dwarf",52,154,25,16,16,17,17,14,17
"dwarf",53,145,25,15,14,12,16,14,15
"dwarf",52,170,25,14,14,18,16,16,9
"dwarf",53,170,25,14,11,17,12,15,10
"dwarf",54,196,25,14,11,14,13,12,9
"dwarf",50,140,25,14,11,11,12,11,5
"dwarf",51,154,25,14,11,20,12,14,15
"dwarf",53,155,25,15,10,10,6,15,13
"dwarf",56,210,25,10,16,13,13,14,16
"dwarf",55,179,25,11,17,16,9,11,13
"dwarf",54,148,25,9,4,14,14,16,17
"dwarf",52,166,25,11,17,17,11,14,9
"dwarf",52,178,25,13,14,15,14,13,10
"dwarf",54,184,25,16,13,14,15,8,11
"dwarf",52,154,25,8,10,6,11,16,10
"dwarf",56,162,25,10,16,13,8,6,10
"dwarf",54,166,25,13,14,11,13,11,13
"dwarf",54,166,25,12,16,12,10,12,15
"dwarf",50,150,25,12,8,12,8,16,11
"dwarf",52,162,25,12,17,15,15,15,14
"dwarf",52,146,25,14,9,17,10,11,10
"dwarf",54,190,25,14,15,15,16,5,16
"dwarf",51,160,25,8,13,15,8,15,13
"dwarf",53,165,25,12,15,9,6,9,13
"dwarf",50,144,25,16,7,13,9,15,11
"dwarf",54,154,25,15,12,18,17,15,7
"dwarf",53,165,25,11,8,19,9,14,8
"dwarf",53,160,25,11,14,16,12,13,9
"dwarf",53,170,25,11,8,17,10,15,18
"dwarf",54,166,25,15,15,10,11,14,11
"dwarf",56,194,25,9,10,17,17,17,8
"dwarf",54,166,25,14,14,15,10,14,14
"dwarf",56,202,25,14,5,15,12,7,14
"dwarf",51,148,25,16,10,15,12,12,12
"dwarf",50,146,25,8,11,13,8,8,13
"dwarf",56,178,25,14,11,17,11,12,14
"dwarf",54,172,25,15,10,13,13,11,12
"dwarf",53,160,25,9,16,14,13,16,9
"dwarf",51,142,25,10,14,14,15,12,9
"dwarf",51,151,25,16,12,19,11,13,16
"dwarf",51,139,25,10,17,16,15,12,16
"dwarf",50,144,25,10,17,15,12,14,6
"dwarf",53,170,25,15,12,17,11,15,12
"dwarf",55,186,25,5,10,10,11,12,15
"dwarf",52,146,25,11,14,17,12,9,13
"dwarf",51,160,25,13,17,18,10,10,12
"dwarf",54,178,25,11,15,13,8,15,9
"dwarf",53,185,25,10,11,12,9,9,11
"dwarf",55,172,25,11,12,15,13,12,16
"dwarf",52,146,25,14,14,14,10,12,12
"dwarf",54,166,25,16,12,20,14,13,14
"dwarf",53,165,25,12,9,15,12,14,10
"dwarf",54,172,25,15,5,16,10,17,16
"dwarf",52,170,25,11,13,17,11,12,14
"dwarf",56,210,25,13,16,14,11,18,10
"dwarf",52,166,25,9,10,10,17,14,12
"dwarf",54,142,25,11,15,15,10,13,14
"dwarf",55,193,25,6,9,14,12,14,16
"dwarf",55,179,25,11,10,16,17,9,12
"dwarf",56,186,25,7,13,16,10,15,7
"elf",61,132,30,11,12,11,7,14,13
"elf",65,145,30,14,16,15,12,9,13
"elf",59,110,30,12,16,8,9,14,12
"elf",64,140,30,11,11,9,14,12,15
"elf",63,144,30,13,14,12,16,12,15
"elf",62,122,30,12,14,13,8,7,10
"elf",59,115,30,12,13,16,4,10,15
"elf",63,144,30,15,14,8,16,11,11
"elf",69,180,30,14,11,16,17,11,8
"elf",62,130,30,14,13,16,12,7,14
"elf",70,202,30,12,16,12,11,10,10
